author,reposted_by,timestamp,text,reactions,comments,reposts,media_type,has_image,has_article,post_url
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
"Brandon Maier
Brandon Maier",Aaron Golbin,"2w • 
 2 weeks ago • Visible to anyone on or off LinkedIn","The “friends & family” round is a myth for most founders 😲 

No one talks enough about how hard it is to raise at the Pre-Seed and Seed stage when:

You don’t come from Stanford or Harvard
You don’t have a wealthy network
Your deck isn’t getting replies
And your traction is ""early... but promising""

Yet somehow, you're expected to raise hundreds of thousands of dollars to build your MVP, grow your team, or just buy time to focus.

Here’s the truth: Fundraising at this stage isn’t just hard — it’s opaque, inefficient, and often biased toward founders with connections, not capability.

We're combating this at.

Our mission is simple: help great founders raise capital faster — not because of who they know, but because of what they’re building.

We work with 15+ funding partners who actively invest in Pre-Seed and Seed rounds. We don’t charge founders a dime. We make warm intros, host investor events, and even help refine your materials if needed.

If you’re raising — or thinking about it — apply to our network. One app = exposure to dozens of investors.

👉 Apply Now:

…more",135,26,11,image,True,False,
"Adam Ned
Adam Ned",Aaron Golbin,"2w • 
 2 weeks ago • Visible to anyone on or off LinkedIn","25 Female Investors Every Founder Should Follow on LinkedIn ⤵️

These investors are shaping the future of venture capital—backing game-changing startups, leading funds, and amplifying underrepresented voices. Whether you’re raising, building, or just learning, follow them for sharp insights and major inspiration:

1.– Founder of Backstage Capital, investing in underestimated founders.

2.– Founder of Forerunner Ventures, leading investments in consumer and e-commerce brands.

3.– Founder of Halogen Ventures, backing early-stage consumer tech startups with female founders.

4.– Founding Partner at Female Founders Fund, championing women-led businesses.

5.– Managing Partner at Rethink Impact, the largest VC firm investing in female tech leaders.

6.– Founder of Cake Ventures, focused on demographic change-driven innovation.

7.– Founder of Avid Ventures, investing in global early-stage founders.

8.– CEO of Astia, dedicated to inclusive high-growth entrepreneurship.

9.– Partner at Sequoia Capital and former CEO of Polyvore.

10.– CEO turned investor, supporting data-driven startups.

11.– General Partner at Lightspeed, with a focus on consumer and culture.

12.– GP at Ganas Ventures, investing in community-driven startups.

13.– Co-founder of TMV, backing purposeful companies.

14.– Partner at Google Ventures UK, supporting tech innovation.

15.– Founder of TheVentureCity, a global growth accelerator.

16.– Co-founder of BBG Ventures, backing female-led consumer tech startups.

17.– Founder of Plum Alley, investing in female founders in deep tech and health.

18.– CEO of 500 Global, one of the most active global early-stage investors.

19.– Founder of Illuminate Ventures, backing enterprise cloud startups.

20.– Founder of 37 Angels and a Columbia Business School professor.

21.– Managing Director at Sapphire Partners, investing in VC funds.

22.– General Partner at Felicis Ventures, leading fintech and B2B investments.

23.– Founder of GingerBread Capital, supporting women-led growth businesses.

24.– General Partner at Fika Ventures, focused on data, AI, and automation.

25.– GP at Pioneer Square Labs and PSL Ventures, supporting PNW founders.

🔳 🔳 🔳

Want to connect with more VCs like this—or even get funded by them?

, we invest in early-stage startups.

We offer funding, hands-on support, and a pipeline of curated resources for founders building the future.

Apply here to be considered:
👉

…more",257,62,27,image,True,False,
"CornerstoneX 
CornerstoneX",Aaron Golbin,"3w • Edited • 
 3 weeks ago • Edited • Visible to anyone on or off LinkedIn","𝗘𝘅𝗰𝗶𝘁𝗶𝗻𝗴 𝗡𝗲𝘄𝘀: 𝗖𝗼𝗿𝗻𝗲𝗿𝘀𝘁𝗼𝗻𝗲𝗫 𝗝𝗼𝗶𝗻𝘀 𝗟𝘃𝗹𝗨𝗽 𝗩𝗲𝗻𝘁𝘂𝗿𝗲𝘀' 𝗣𝗼𝗿𝘁𝗳𝗼𝗹𝗶𝗼!

, a scaling AI startup, is thrilled to announce that we have joined the exclusive 𝗡𝗲𝘅𝘁𝗨𝗽 𝗔𝗰𝗰𝗲𝗹𝗲𝗿𝗮𝘁𝗼𝗿 byportfolio, one of only 50 companies chosen from thousands of applicants.

Our flagship platform, 𝗛𝗢𝗣𝗘 (𝗛𝗲𝗹𝗽𝗶𝗻𝗴 𝗢𝘁𝗵𝗲𝗿 𝗣𝗲𝗼𝗽𝗹𝗲 𝗘𝗳𝗳𝗶𝗰𝗶𝗲𝗻𝘁𝗹𝘆), is revolutionizing human-to-technology interaction, enabling conversations as authentic as a FaceTime call while providing real-world automation capabilities.

, Co-Founder of, says, ""CornerstoneX's HOPE technology represents the future of AI-powered human interaction. We're proud to support this visionary team.""

, our Founder & CEO, shares, ""With LvlUp's support, we're poised to take HOPE to the next level, creating a new standard for authentic interactions.""

Stay tuned as we scale globally and transform how businesses engage with customers!



…more",68,24,8,image,True,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"3w • 
 3 weeks ago • Visible to anyone on or off LinkedIn","📣 Startup Founders: Ready to pitch in front of top investors?

LvlUp Ventures is excited to announce our Virtual Pitch Competition on June 4th — a unique opportunity to gain exposure, receive investor feedback, and compete for valuable prizes.

💡 Why Apply?
• Pitch live to a panel of four top-tier investors
• Gain exposure to an audience of active angels and VCs
• Be featured in the LvlUp Ventures newsletter (reaching 5,000+ investors)
• Receive real-time feedback from experienced investors
• All applicants receive 6 months of Notion FREE

📥 How to Apply:
1. Event Page:
2. Click “Attend Event”
3. You’ll be redirected to our funding application
4. Under the “APPLY TO” section, select “LvlUp Ventures Pitch Competition | June 4th”

⏳ Spots are limited. Don’t miss this opportunity to showcase your startup, get investor exposure, and take your fundraising to the next level.

…more",78,14,12,image,True,False,
"Adam Ned
Adam Ned",Aaron Golbin,"3w • 
 3 weeks ago • Visible to anyone on or off LinkedIn","Founders keep telling me they’re “too early” for VCs 👀 

But more often than not, it’s not the stage that’s the problem — it’s the story.

Investors don’t need millions in revenue.
We need to believe you’re the one to build something big.

When Airbnb was pitching, most investors passed.
The idea sounded niche. Couch-surfing for conferences? Really?

But they reframed it:
“People are already doing this — they’re just doing it in untrustworthy, fragmented ways. We’re building the trusted platform.”

They showed a vision that was WAY bigger than a few air mattresses.
They made the early traction feel inevitable.
They made the pain point obvious.

Suddenly, the “too early” startup became a rocketship 🚀

Here’s the truth:
You’re not too early.
You just haven’t told a story that makes your future feel inevitable.

If you’re a founder in that zone, I want to hear your pitch.
Even if you only have 20 users.

👇 Apply Here (We Meet With Every Founder) 👇
🔗

…more",240,42,14,image,True,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"3w • 
 3 weeks ago • Visible to anyone on or off LinkedIn","🚨 Investors: Want to stay ahead of the curve and tap into one of the most active early-stage ecosystems?

Join the LvlUp Investor Network 👇
🔹 Get exclusive invites to curated investor events
🔹 Discover top-tier startups before they hit the mainstream
🔹 Opt into strategic collabs based on your interests
🔹 Expand your deal flow—without lifting a finger

We make it easy to plug in. Just fill out this quick form, tell us what you're looking for, and our team will take it from there.

🔗

Let’s build the future—together. 💡

…more",16,1,5,article,False,True,https://airtable.com/appHH0nL1iTh7pTPO/pagHXgjpQckI6YPa9/form
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
"Adam Ned
Adam Ned",Aaron Golbin,"1mo • Edited • 
 1 month ago • Edited • Visible to anyone on or off LinkedIn","🚀 Want access to over $1M in exclusive startup perks? 🚀

LvlUp Ventures has partnered with top-tier providers to bring you game-changing offers that will help you scale faster and save thousands!

Want in? Here’s what to do:
💬 Comment ""Send me the perks!""
❤️ Like this post
🔄 Repost so more founders can benefit!
📩 I'll DM you with details on how to choose and claim your perks! Let’s level up together! 🚀

Some of our perks include:
✅ FreeCloud credits (upon application & approval)
✅ 6 months free
✅ 6 months free
✅ 6 months free
✅ Freetrial + big discounts
✅ FreePro trial
✅ Free+ major discounts on premium plans
✅ Exclusive offers & premium support from,,,,,,and more!

…more",138,103,30,,False,False,
"Hive3
Hive3",Aaron Golbin,"1mo • 
 1 month ago • Visible to anyone on or off LinkedIn","Thanks for having us,Hive3, as part of this great program for startups! 👍 So far, it's been quite helpful and fun to hear problems, solutions and successes, with more to come. LvlUp Ventures
…more",4,0,0,,False,False,
"Aaron Golbin
Aaron Golbin",,"1mo • 
 1 month ago • Visible to anyone on or off LinkedIn",Join our team this Summer!,17,0,0,,False,False,
"National Artificial Intelligence Association
National Artificial Intelligence Association",Aaron Golbin,"1mo • Edited • 
 1 month ago • Edited • Visible to anyone on or off LinkedIn","NAIA has released its position on the QUIET Act (HR 1027) that was re-introduced on Feb. 6, 2025 by Rep. Eric Sorensen (D-IL-17). NAIA agrees on the effort to reduce consumer concerns around ""robocalls"" but the bill's broad regulations could produce serious unintended consequences for the AI industry. Below is our detailed review. Please share your thoughts.
…more",10,0,12,,False,False,
"Aaron Golbin
Aaron Golbin",,"1mo • 
 1 month ago • Visible to anyone on or off LinkedIn",My Co-Chair Caleb Max had a productive day on the Hill today advocating for our almost 500 National Artificial Intelligence Association enterprise members across the nation!,17,3,0,image,True,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"1mo • 
 1 month ago • Visible to anyone on or off LinkedIn","🚀 NYC Founders & Investors – Let’s Connect! 🚀

LvlUp Ventures is bringing together some of the brightest minds in the startup ecosystem for an exclusive Founder & Investor Networking Event in New York City on March 20th!

Whether you're a founder looking to scale or an investor scouting your next big opportunity, this event is your chance to build meaningful connections, exchange insights, and discover groundbreaking ventures.

🔹 What to Expect:
✅ High-impact networking with top founders, investors, and operators
✅ Opportunities to pitch and explore investment deals
✅ Engaging conversations on the latest startup & VC trends
✅ Incredible treats from,,, Kawama Tequila & Soda, and

A huge thank you tofor partnering with us and supporting the banking needs of our ecosystem! 🙌

📅 Date: March 20, 2024
📍 Location: New York City

Spots are limited—don’t miss out! Secure your place today!

🔗

Tag a founder or investor who should be there! 👇

…more",37,8,5,article,False,True,https://www.lvlup.vc/events/new-york-city-networking-event
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"2mo • Edited • 
 3 months ago • Edited • Visible to anyone on or off LinkedIn","Tag a founder in the comments or a tagline of your company. Our team will speak with the top 3 comments in the next 48 hours.

Interested in chatting with us anyway? Apply to our fund or one of our bespoke programs here:

…more",26,9,7,article,False,True,https://www.lvlup.vc/apply/funding-application
"National Artificial Intelligence Association
National Artificial Intelligence Association",Aaron Golbin,"2mo • 
 3 months ago • Visible to anyone on or off LinkedIn","THE WHITEBOARD FOR THIS WEEK'S NAIA DIGEST: AI IN WASHINGTON

* Trump Admin Revokes Biden Admin AI EO 14110
* Lots of Questions on the Impact of Revoking the Biden EO?
* Biden Admin at End Releases Rule on AI Chips & Models Export Control
* Plus Trump Announces Stargate and Biden Opens Federal Land for Large- Scale AI Data Centers
* House AI Bills We Are Watching
* NAIA Co-Chair Golbin Featured in Forbes
* Member Focus: Gold Member Political Media Inc. AI for Candidates
* NAIA Signs Up Over 100 New Members. Growing Fast!

Become a NAIA Member and have input on AI legislation & regulation!
Bronze Level Membership is free. Learn More at

Link to Digest:
…more",4,0,2,article,False,True,https://conta.cc/4hmH2Pe
"Ron Wright
Ron Wright",Aaron Golbin,"2mo • 
 3 months ago • Visible to anyone on or off LinkedIn",Exciting first day for the AI industry.,14,0,0,article,False,True,https://www.cbsnews.com/amp/news/trump-announces-private-sector-ai-infrastructure-investment/
"National Artificial Intelligence Association
National Artificial Intelligence Association",Aaron Golbin,"2mo • 
 3 months ago • Visible to anyone on or off LinkedIn","President Trump has nullified the Biden Administration’s 2023 Executive Order on Artificial Intelligence 

…more",4,0,2,article,False,True,https://www.reuters.com/technology/artificial-intelligence/trump-revokes-biden-executive-order-addressing-ai-risks-2025-01-21/
"National Artificial Intelligence Association
National Artificial Intelligence Association",Aaron Golbin,"3mo • 
 3 months ago • Visible to anyone on or off LinkedIn",First 100 Companies have joined the National Artificial Intelligence Association. NAIA will be the largest and loudest voice for the AI industry in Washington. Join today at www.thenaia.org,7,1,3,article,False,True,https://myemail.constantcontact.com/Media-Release--100--Companies-In-One-Week-Join-the-National-Artificial-Intelligence-Association--NAIA-.html?soid=1141448436077&aid=uLt4GrQNA00
"Aaron Golbin
Aaron Golbin",,"3mo • 
 3 months ago • Visible to anyone on or off LinkedIn","After just one week of launch, the National Artificial Intelligence Association has just reached 100 corporate members, and quickly growing — making it one of the largest business & technology associations in the United States.

We’re grateful for the trust our members put in us to advocate for their voices and interests in Washington & the incredible support and interest we’ve recieved from members of congress joining our community, government officials, the Biden administration, and the incoming Trump administration.

Learn more about NAIA and become a member today to help ensure American dominance in Artifical Intelligence:
…more",20,2,4,article,False,True,http://thenaia.org/
"Aaron Golbin
Aaron Golbin",,"3mo • Edited • 
 3 months ago • Edited • Visible to anyone on or off LinkedIn","Ginormous congratulations to one of our first portfolio companies in 2023 MNLY & Luke Hartelust for this 🎉 monumental partnership 🎉 , integrating MNLY into Chrish Hemsworth’s (the actor behind Thor) popularplatform used by millions of men across the world.

Enabling MNLY to reach this audience is pivotal in its journey as it quickly becomes the premier precision men’s health & performance platform.
…more",29,4,2,article,False,True,https://insider.fitt.co/press-release/centr-and-mnly-join-forces/
"Aaron Golbin
Aaron Golbin",,"3mo • 
 3 months ago • Visible to anyone on or off LinkedIn",Fascinating Executive Order that can help propel growth in AI infrastructure at lower costs. Check out the National Artificial Intelligence Association’s latest post.,12,0,0,article,False,True,https://www.whitehouse.gov/briefing-room/statements-releases/2025/01/14/statement-by-president-biden-on-the-executive-order-on-advancing-u-s-leadership-in-artificial-intelligence-infrastructure/
"Adam Ned
Adam Ned",Aaron Golbin,"3mo • Edited • 
 3 months ago • Edited • Visible to anyone on or off LinkedIn","Do you want access to a database of 6,500 Family Office Investors?

📩 Want the list?
Simply like this post and comment “Send me the list!” below, and we’ll send it your way.

At, we’re deeply committed to empowering founders and fund managers with the resources they need to raise capital and succeed. That’s why we’re doing something big:

🌟We’re sharing our curated list of 6,500 Family Office Investors🌟
This is more than just a database; it’s a game-changing tool for your fundraising journey, built to help you connect with the right people and make meaningful progress.

👉 Why are we doing this?
Because we believe in the power of community and collaboration. Founders and fund managers shouldn’t have to navigate the complex world of fundraising alone. We're here to provide the tools, support, and connections you need to level up.

…more","1,696","3,800",29,image,True,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"3mo • 
 3 months ago • Visible to anyone on or off LinkedIn","Calling All Founders: Apply to LvlUp Labs Today!

LvlUp Labs is the ultimate founder-focused community powered by the expertise, resources, and network of LvlUp Ventures. This is more than a program—it’s a gateway to unparalleled opportunities, collaboration, and growth.

🚀 Why Join LvlUp Labs?
✅ Access to 15+ VCs: With one application, you can apply for funding from top venture capital firms.
✅ VC Ecosystem at Your Fingertips: Work closely with the LvlUp Ventures team and tap into one of the largest venture networks in the world.
✅ $1M+ in Perks: Unlock a wealth of resources through our partnerships with industry leaders, covering everything you need to scale.
✅ Exclusive Programming: Participate in 50+ annual sessions, from office hours with investors to community-building events.
✅ Individualized Mentorship: Build relationships with experienced entrepreneurs, investors, and service providers who are committed to your success.

Building a company is hard—why do it alone? Join hundreds of startups across the U.S. and become part of a community that accelerates growth, creates synergy, and makes the journey a little more fun. 🎉

🔗 Apply now and let LvlUp Labs help you unlock your startup’s full potential:

…more",17,1,5,article,False,True,https://www.lvlup.vc/apply/funding-application
"Ron Wright
Ron Wright",Aaron Golbin,"3mo • 
 3 months ago • Visible to anyone on or off LinkedIn","If interested in AI and wondering about Washington's approach (120+ bills related to AI last session!), sign up to receive the NAIA Digest and even better become a NAIA Member and impact this legislation.
…more",5,0,0,article,False,True,https://conta.cc/4awq9j3
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"4mo • 
 5 months ago • Visible to anyone on or off LinkedIn","LvlUp Ventures & Aaron Golbin Featured in Forbes! 🎉

We’re thrilled to share that LvlUp Ventures and Managing Partner Aaron Golbin were recently highlighted in Forbes. Check out the article linked below.

Here are the highlights:

✨ LvlUp Ventures achieved an IRR of 116% and MOIC of 2.16, with a team of 1,500+ across global startup hubs. The firm is on track to back 150 portfolio companies by 2025.

✨ NextUp Accelerator has helped 50+ startups achieve 8x revenue growth in 12 months, with a <5% failure rate and a total portfolio market cap exceeding $1 billion.

✨ The ecosystem works hands-on with startups, from pre-launch to scaling nine-figure enterprises, providing strategic support, unmatched networks, and innovative funding models.

✨ Aaron’s journey from founding his first business at age 8 to leading a venture ecosystem proves the power of vision and execution.

📖 Read the full article for more on how LvlUp Ventures is reshaping the venture capital landscape 👇👇👇



…more",50,12,6,article,False,True,https://www.forbes.com/sites/alisoncoleman/2024/11/26/from-teenage-business-ventures-to-the-world-of-venture-capital/
"Aaron Golbin
Aaron Golbin",,"4mo • 
 5 months ago • Visible to anyone on or off LinkedIn","I’m thankful to be featured in Forbes this morning, covering what we’ve built at LvlUp Ventures. An investment approach built with over a decade of founder experience.",64,22,0,article,False,True,https://www.forbes.com/sites/alisoncoleman/2024/11/26/from-teenage-business-ventures-to-the-world-of-venture-capital/
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"4mo • 
 5 months ago • Visible to anyone on or off LinkedIn","We're excited to welcome Cipher to the NextUp Portfolio! 

Cipher is the home of viral music for commercial use. In an era where brands are posting content daily but facing lawsuits for using music without permission, Cipher is the premium destination to legally buy the world’s most trending tracks.

After servicing professional sports teams, like the’s, Cipher is now expanding to help all brands boost their social media engagement with today’s hits at an affordable price.

Sign up for Cipher’s mailing list today to stay ahead of music that drives results 👇👇👇



…more",64,4,8,article,False,True,https://ciphermusic.dev/contact-us
"Aaron Golbin
Aaron Golbin",,"5mo • 
 5 months ago • Visible to anyone on or off LinkedIn",Apply today 🚀,11,0,0,article,False,True,https://www.lvlup.vc/apply/funding-application
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"5mo • 
 5 months ago • Visible to anyone on or off LinkedIn","🌟 Portfolio Company Spotlight: Ascendia AI 🌟

🚀 Revolutionizing Mental Health Diagnostics: Using proprietary, AI-powered speech analysis, Ascendia AI transforms how mental health disorders are detected and managed. In just 5 minutes, their non-invasive evaluation analyzes 50+ vocal biomarkers, rigorously validated by over 30 years of research. Trained on a robust dataset of 17,000 clinical hours, this technology provides precise assessments across the DSM-5 spectrum, identifying primary, secondary, and even subclinical conditions for early intervention.

💡 Why It Matters: Mental health care lags 24% behind physical health care in treatment efficacy. Ascendia AI bridges this gap by empowering care providers across all disciplines—not just mental health professionals—with data-driven tools that enhance early detection, personalized treatment, and ongoing progress tracking.

📈 Game-Changing Integration: Ascendia AI seamlessly integrates into existing systems, elevating care standards across organizations and platforms. Their approach sets a new benchmark for precision and personalization in mental healthcare, driving better outcomes for patients worldwide.

We’re excited to support Ascendia AI on their mission to revolutionize mental health diagnostics and care!




…more",32,3,4,article,False,True,https://ascendia.ai/
"Aaron Golbin
Aaron Golbin",,"5mo • 
 5 months ago • Visible to anyone on or off LinkedIn","Just got a demo from one of our portfolio companies Balnce AI of their latest product version. I have never seen a company and space so reminiscent of my time playing with Bitcoin over a decade ago. Just the beginning of a massive industry…AI agents for consumer use. Keep up the great work.

Message Zach for a demo!
…more",27,3,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
"Aaron Golbin
Aaron Golbin",,"6mo • 
 7 months ago • Visible to anyone on or off LinkedIn",Are you interested in being at the forefront of VC & corporate innovation? Join us this fall!,17,0,0,,False,False,
"Aaron Golbin
Aaron Golbin",,"6mo • 
 7 months ago • Visible to anyone on or off LinkedIn",It’s official! Excited for this!,35,8,0,article,False,True,https://spinlabs.tech/
"Aaron Golbin
Aaron Golbin",,"6mo • 
 7 months ago • Visible to anyone on or off LinkedIn",Amazing event! Thanks for coming everyone!,11,3,0,image,True,False,
"LvlUp Ventures
LvlUp Ventures",Aaron Golbin,"7mo • 
 7 months ago • Visible to anyone on or off LinkedIn","📅 Our NYC Investor Networking Event is this Thursday! 

Tickets are running out fast! Don't miss the exclusive New York Investor Networking Event on September 19th, hosted byin collaboration with,, and! 🌟

Don’t miss this opportunity to connect with some of the brightest minds in the investment community! Whether you’re a general investor, angel investor, or venture capitalist seeking new opportunities, this evening is packed with valuable networking and insights. With over 100 investors registered and 40+ VCs representing thousands of portfolio companies, the possibilities are limitless!

Register Here 👇👇👇


…more",36,0,6,article,False,True,https://www.lvlup.vc/events/private-investor-cocktail-hour-new-york
"Aaron Golbin
Aaron Golbin",,"7mo • 
 7 months ago • Visible to anyone on or off LinkedIn",Excited for this launch!,10,1,0,,False,False,
"Aaron Golbin
Aaron Golbin",,"7mo • Edited • 
 7 months ago • Edited • Visible to anyone on or off LinkedIn","Huge milestone for the entire LvlUp Ventures & NextUp Accelerators and Incubators team! Excited to work with the leadership and board at Arax Holdings Corp. to take the enterprise to the next level! Special thanks towho led this deal.
…more",25,2,0,article,False,True,http://arax.cc/
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
Unknown,,Unknown,,0,0,0,,False,False,
